,고객ID,Monetary,Recency_R,Frequency_F,Monetary_M,Class
23394,AGWD913NMB3IKQAH,3594.887875913972,4,1,2,2
23395,AGWDER1YVLLAUUCB,7189.775751827944,3,4,4,3
23396,AGWDJEIK9UCCL9G8,3544.3271767810024,2,1,1,4
23397,AGWFFMWS6UP81TOS,7189.775751827944,5,4,4,1
23398,AGWG2GOEIIE4HU3U,3594.887875913972,3,1,2,3
23399,AGWH12UNLVXDHMJE,3544.3271767810024,2,1,1,4
23400,AGWHWFC0E2W00D93,3594.887875913972,4,1,2,2
23401,AGWI8AYEP24LKJWU,3594.887875913972,4,1,2,2
23402,AGWJG3PROENSQ9AQ,7088.654353562005,2,4,4,4
23403,AGWLA1OQ1OKND97D,7189.775751827944,5,4,4,1
23404,AGWMNQFMDFTZJFNB,3594.887875913972,2,1,2,4
23405,AGWP6NQSRSRWMNYR,7088.654353562005,2,4,4,4
23406,AGWPQQR4BP10VF0E,3594.887875913972,3,1,2,3
23407,AGWRFJ41MBSH1KDB,3594.887875913972,5,1,2,1
23408,AGWRKODWD4Z8VVDO,3454.578643139641,1,1,1,5
23409,AGWROZPC4TRBLEYH,3594.887875913972,3,1,2,3
23410,AGWS06RORPUBSA4Q,14379.551503655888,5,5,5,1
23411,AGWTX8K6JLCNDRO2,3594.887875913972,3,1,2,3
23412,AGWUAK114OO1B2J2,3594.887875913972,5,1,2,1
23413,AGWVKQFT5BSH5H08,7189.775751827944,4,4,4,2
23414,AGWW2LKPG9TOROSY,10632.981530343008,2,5,5,4
23415,AGWX8ZKIANJD1GAX,3594.887875913972,5,1,2,1
23416,AGWYZZA6W94EJFPR,3594.887875913972,4,1,2,2
23417,AGX22AHOORB6R8YE,3594.887875913972,5,1,2,1
23418,AGX36S1C4BL8D7QG,3544.3271767810024,2,1,1,4
23419,AGX3JQPZTBSQ53ZG,3594.887875913972,2,1,2,4
23420,AGX3NKHE4KZRPRVT,3454.578643139641,1,1,1,5
23421,AGX4YWP6UITM666T,7189.775751827944,4,4,4,2
23422,AGX5JF43F22732MR,3594.887875913972,3,1,2,3
23423,AGX7P7DNQ2HHU4GJ,3594.887875913972,5,1,2,1
23424,AGX7YSYILKEE2UM7,35948.87875913972,2,5,5,4
23425,AGX884TF010DOLA3,25164.215131397803,2,5,5,4
23426,AGX8Y1DPQRCI0W8H,7189.775751827944,5,4,4,1
23427,AGXAN7GJ0BT36WIH,3594.887875913972,2,1,2,4
23428,AGXD2OFXELS5VZB5,7189.775751827944,3,4,4,3
23429,AGXDUCP5EZMJ1RS0,7189.775751827944,2,4,4,4
23430,AGXETP45GGWSDIQK,3594.887875913972,4,1,2,2
23431,AGXFKJMS6MH5EKF2,3594.887875913972,3,1,2,3
23432,AGXH52QDTAKRO4CD,6909.157286279282,1,4,4,5
23433,AGXL04X8WH4MAPHB,3594.887875913972,3,1,2,3
23434,AGXLGVKTFHRT4UUV,3594.887875913972,5,1,2,1
23435,AGXNTDBW72R1O43J,3594.887875913972,3,1,2,3
23436,AGXOS0H63B0OJ04E,3458.2679636021335,1,1,1,5
23437,AGXQ8OZ64WWXEKJP,3594.887875913972,2,1,2,4
23438,AGXSRD72NO2MBJUR,10784.663627741917,5,5,5,1
23439,AGXTVBB66M3B0CQO,3594.887875913972,4,1,2,2
23440,AGXUTMWK0SMN3CD8,7189.775751827944,3,4,4,3
23441,AGXVECWCNTUP9PRK,3454.578643139641,1,1,1,5
23442,AGXVZAOEUNZ7W3CU,3594.887875913972,3,1,2,3
23443,AGXWH2A8I840U05L,7189.775751827944,5,4,4,1
23444,AGXWMWGS14NKG7LE,3454.578643139641,1,1,1,5
23445,AGXX94SJ24W59UQM,7189.775751827944,3,4,4,3
23446,AGXZW89BEVTYXJEO,3594.887875913972,5,1,2,1
23447,AGY004DWZEYDPAJ3,3594.887875913972,4,1,2,2
23448,AGY038E09GUG79NP,3594.887875913972,3,1,2,3
23449,AGY0AS5NA3PE64TG,3594.887875913972,5,1,2,1
23450,AGY1DMC5J56T2H4U,7189.775751827944,3,4,4,3
23451,AGY1OV3M82CP2CV3,3594.887875913972,4,1,2,2
23452,AGY20OGIZNGBX21K,3594.887875913972,4,1,2,2
23453,AGY31QRA3Y9GMEDO,3594.887875913972,2,1,2,4
23454,AGY3EHA7MTA5V7S3,3594.887875913972,5,1,2,1
23455,AGY3GVKPAEDGGNJG,7189.775751827944,4,4,4,2
23456,AGY3T1J3BVG8ZZZH,3594.887875913972,5,1,2,1
23457,AGY84B13X73ODCE5,3594.887875913972,3,1,2,3
23458,AGY8CHJ28OUKUPSA,3594.887875913972,3,1,2,3
23459,AGY9BZXJP1ZYI9VJ,3594.887875913972,5,1,2,1
23460,AGY9IR5BAL7YDCU6,3458.2679636021335,1,1,1,5
23461,AGYAEM543EZWJ3EZ,3544.3271767810024,2,1,1,4
23462,AGYBKQOBGPM68WSM,3594.887875913972,3,1,2,3
23463,AGYCI99PZ8QX93B5,7189.775751827944,4,4,4,2
23464,AGYERGYZA7ZSUR6O,3458.2679636021335,1,1,1,5
23465,AGYFYD2VBGT70YSW,7189.775751827944,4,4,4,2
23466,AGYG5M6OM44171G6,7088.654353562005,2,4,4,4
23467,AGYG63ORJCLUBBM8,10632.981530343008,2,5,5,4
23468,AGYGPMOLM43O2GSR,7189.775751827944,4,4,4,2
23469,AGYHIT0UPP777OUK,3473.055488248122,1,1,1,5
23470,AGYJPB5ITEVXTR53,7189.775751827944,5,4,4,1
23471,AGYJRI76KJTCVJZY,3594.887875913972,5,1,2,1
23472,AGYKGSWMSI6VCL5I,6916.535927204267,1,4,4,5
23473,AGYL3OJV7IHV5L7E,7189.775751827944,3,4,4,3
23474,AGYLJUQ3JQA4VPBP,3594.887875913972,3,1,2,3
23475,AGYLX6NGTVP1QALW,3473.055488248122,1,1,1,5
23476,AGYPD7BTMW98T9OQ,3594.887875913972,4,1,2,2
23477,AGYPXSXWMA4HI9RL,3594.887875913972,3,1,2,3
23478,AGYQ9ZRUYYURU4YC,7189.775751827944,4,4,4,2
23479,AGYR9OPYJXW4WNTT,10784.663627741917,5,5,5,1
23480,AGYRW953M2LWZHKC,14379.551503655888,2,5,5,4
23481,AGYSQCLVIX92J5I6,3594.887875913972,5,1,2,1
23482,AGYTPAWOYOX0C4IX,3458.2679636021335,1,1,1,5
23483,AGYWOYZ7LSSFVQH8,3594.887875913972,5,1,2,1
23484,AGYXD9Y8TRT1B50F,3594.887875913972,5,1,2,1
23485,AGYXVH2Y32VLYLZM,3594.887875913972,4,1,2,2
23486,AGYYDOCVP7MNN4GY,7189.775751827944,4,1,4,2
23487,AGYYIZEZ0DTGKVH6,3544.3271767810024,2,1,1,4
23488,AGYYVNAIRPFXN8RH,7189.775751827944,5,4,4,1
23489,AGYZHK2Y5X378DPW,3594.887875913972,2,1,2,4
23490,AGYZQRQ5PGVE8P3W,3594.887875913972,4,1,2,2
23491,AGZ0B96EEYEB1BJ0,3594.887875913972,5,1,2,1
23492,AGZ0CRS4AEXL85SH,14177.30870712401,2,5,5,4
23493,AGZ0H27OVC9LUAB1,3594.887875913972,3,1,2,3
23494,AGZ34MSLQXTZM9OP,10784.663627741917,4,5,5,2
23495,AGZ4OTRQOU87LZZ7,3594.887875913972,2,1,2,4
23496,AGZ4W0R3LEVAZN6J,3594.887875913972,5,1,2,1
23497,AGZ5BKDR974CLSPI,7189.775751827944,3,4,4,3
23498,AGZ6MV6MF568PR88,3594.887875913972,4,1,2,2
23499,AGZ8LOCCFIWCZ65C,3594.887875913972,2,1,2,4
23500,AGZ8PCEL8HM6ETB2,3594.887875913972,5,1,2,1
23501,AGZA98QOYTK51T6X,3594.887875913972,3,1,2,3
23502,AGZDWH685HWYRT5U,3544.3271767810024,2,1,1,4
23503,AGZE569M0DHYIX8S,7189.775751827944,4,4,4,2
23504,AGZFQ30WCOM6NAZG,3594.887875913972,3,1,2,3
23505,AGZGGUL8ZT0N7GBP,3594.887875913972,5,1,2,1
23506,AGZJ754KTE2Y1SAC,3594.887875913972,4,1,2,2
23507,AGZJIW435HQJLBNO,3544.3271767810024,2,1,1,4
23508,AGZJJAAQGOG4YKK5,3594.887875913972,5,1,2,1
23509,AGZK6LVKZY9N0AW4,3594.887875913972,5,1,2,1
23510,AGZO1NPZKW642XCU,3544.3271767810024,2,1,1,4
23511,AGZO70I1JQQ9Z542,7189.775751827944,4,4,4,2
23512,AGZOAES13DBXYWOX,3594.887875913972,4,1,2,2
23513,AGZOKSTYDBB10N5D,3544.3271767810024,2,1,1,4
23514,AGZP4TTTTMOFHCFY,7189.775751827944,5,4,4,1
23515,AGZPSTZFLJ35LMSS,3594.887875913972,3,1,2,3
23516,AGZQS10MY8MZ4ZBW,3544.3271767810024,2,1,1,4
23517,AGZRI56XFHU30Q41,3594.887875913972,4,1,2,2
23518,AGZRWEHME1YG4XVX,7189.775751827944,3,4,4,3
23519,AGZSW6GORG0265FO,3544.3271767810024,2,1,1,4
23520,AGZT4E0378DUZMMA,3544.3271767810024,2,1,1,4
23521,AGZVZMHFIEQJXWHE,7189.775751827944,3,4,4,3
23522,AGZWG98AYNW3TC70,7189.775751827944,5,4,4,1
23523,AGZZLUXYZMMLCUXR,7189.775751827944,3,4,4,3
23524,AGZZQ0N7WOFN2C44,3594.887875913972,4,1,2,2
23525,AGZZUCGC2MZFPP2T,3473.055488248122,1,1,1,5
23526,AH00R7H7MHZIRK9O,7189.775751827944,5,4,4,1
23527,AH010CL6KKHHGXT5,3454.578643139641,1,1,1,5
23528,AH01CVKPCHNLEWT5,3544.3271767810024,2,1,1,4
23529,AH02NZC29KM6SOP7,3594.887875913972,4,1,2,2
23530,AH043ZWHNTMOQH98,3473.055488248122,1,1,1,5
23531,AH0486GOLQNXTZCI,3594.887875913972,3,1,2,3
23532,AH063XIIAJO5LVJ2,7088.654353562005,2,4,4,4
23533,AH06FDLQZ0P0R7O5,3544.3271767810024,2,1,1,4
23534,AH07J6K9IBGTUD6Y,3594.887875913972,3,1,2,3
23535,AH0905C6UBKPUZ6A,3458.2679636021335,1,1,1,5
23536,AH09YPBF0OS0OPOX,7189.775751827944,5,4,4,1
23537,AH0CRB3ZGVUDTTNE,3458.2679636021335,1,1,1,5
23538,AH0DGNV9H034E94Y,3594.887875913972,5,1,2,1
23539,AH0E2GX1SOXP1RWT,3544.3271767810024,2,1,1,4
23540,AH0EA5EPU0ZJMEUV,3594.887875913972,4,1,2,2
23541,AH0EBVQBKLWK3CY5,3594.887875913972,5,1,2,1
23542,AH0EHRFCABGNQ1J7,3544.3271767810024,2,1,1,4
23543,AH0G74UPUR6FOEVC,3594.887875913972,3,1,2,3
23544,AH0I95DU4KP5MWHT,3594.887875913972,5,1,2,1
23545,AH0ILJARORN5K6F4,3454.578643139641,1,1,1,5
23546,AH0M401CT2Z1EDN4,7189.775751827944,2,4,4,4
23547,AH0MILZQ0XLKEPYS,3454.578643139641,1,1,1,5
23548,AH0MRK3Q3PU36X01,6909.157286279282,1,4,4,5
23549,AH0NX9RSCTNBZFO3,3594.887875913972,2,1,2,4
23550,AH0RIZRMFLG6TC4N,7189.775751827944,4,4,4,2
23551,AH0UI9182RG8B0KJ,3544.3271767810024,2,1,1,4
23552,AH0WGZ9JAPLGDSTH,3594.887875913972,4,1,2,2
23553,AH0WNEA6W0814Z34,6909.157286279282,1,4,4,5
23554,AH0WRBIOL6T2KWS4,3594.887875913972,4,1,2,2
23555,AH0XF3AGYP70FZWC,17721.63588390501,2,5,5,4
23556,AH0XJP8MK42I7ZNY,3594.887875913972,4,1,2,2
23557,AH0Y8AZ0DNK6ZVZ5,3594.887875913972,5,1,2,1
23558,AH0Z3M9WUEA9MFPJ,10784.663627741917,5,5,5,1
23559,AH0ZEV9LMUFLTTXM,3544.3271767810024,2,1,1,4
23560,AH101OYTVREV6SZE,3594.887875913972,4,1,2,2
23561,AH11T0EMY5GADBAW,3594.887875913972,3,1,2,3
23562,AH12LA24IVEGE6O3,3594.887875913972,3,1,2,3
23563,AH14TWY08AT91FZ6,3594.887875913972,4,1,2,2
23564,AH17L0S43V3TKGVD,3458.2679636021335,1,1,1,5
23565,AH17OBLYVORJ22OK,10784.663627741917,3,5,5,3
23566,AH187CLAP6KNAYYI,3594.887875913972,5,1,2,1
23567,AH18WL3RWQV8Q9NJ,3544.3271767810024,2,1,1,4
23568,AH18ZSTD7HLW6XAC,3594.887875913972,4,1,2,2
23569,AH199GZ2ZDIUROLA,7189.775751827944,2,4,4,4
23570,AH19VMP1KMJNBTNA,3594.887875913972,4,1,2,2
23571,AH1A31M4CWYUKGV0,3594.887875913972,5,1,2,1
23572,AH1A7ZP4AU5FCC3B,3594.887875913972,3,1,2,3
23573,AH1AWL0JUZYLUH1N,3594.887875913972,3,1,2,3
23574,AH1AZRY9BN7CS76I,3594.887875913972,4,1,2,2
23575,AH1DAH0664IJQALE,3594.887875913972,5,1,2,1
23576,AH1DGIH7YU136IQ8,3458.2679636021335,1,1,1,5
23577,AH1GIKBY3VBMIGXS,3454.578643139641,1,1,1,5
23578,AH1HQEHL4PXJM2ML,3544.3271767810024,2,1,1,4
23579,AH1HVOT5OAUPYGDW,3594.887875913972,3,1,2,3
23580,AH1I0Q5WECRJG3XP,7189.775751827944,3,4,4,3
23581,AH1M52DXJID4QPLM,10784.663627741917,5,5,5,1
23582,AH1M77BYREHI61RW,7189.775751827944,3,4,4,3
23583,AH1OVYCLNNZ0F5F4,3594.887875913972,3,1,2,3
23584,AH1P9G4RSNSA1Q3Q,7189.775751827944,5,4,4,1
23585,AH1Q951810CS8360,3594.887875913972,3,1,2,3
23586,AH1SS5ECSQQ845OT,3594.887875913972,5,1,2,1
23587,AH1TF2QWJBCYNC9E,10784.663627741917,3,5,5,3
23588,AH1VNF37ZTOB5TVX,3594.887875913972,5,1,2,1
23589,AH1YANC85Y96OA6M,7189.775751827944,5,4,4,1
23590,AH1ZTBBEZO3XSWN9,3594.887875913972,2,1,2,4
23591,AH22YBT0OLHB0B8J,3594.887875913972,5,1,2,1
23592,AH254MR1UIS16T0Q,3458.2679636021335,1,1,1,5
23593,AH25QXXFNLFWHFDW,3594.887875913972,5,1,2,1
23594,AH263TRG1M1KHQT8,3594.887875913972,5,1,2,1
23595,AH26O1ZNAARHNM18,7189.775751827944,3,4,4,3
23596,AH279KTKOA8QZUWU,3473.055488248122,2,1,1,4
23597,AH27HSEC2ZKNAHL4,3544.3271767810024,2,1,1,4
23598,AH295W01DZK0UIO9,7088.654353562005,2,4,4,4
23599,AH298G5TUCWKYL8F,3544.3271767810024,2,1,1,4
23600,AH29CH1NMZ43W3ZR,3454.578643139641,1,1,1,5
23601,AH29FIYPXJ2E267H,7189.775751827944,3,4,4,3
23602,AH2ALD34FXM3NIDU,3454.578643139641,1,1,1,5
23603,AH2ATDIX8OK8IKAC,3473.055488248122,1,1,1,5
23604,AH2BYY83813S0AHT,3544.3271767810024,2,1,1,4
23605,AH2DIV8CS0SJK51T,7189.775751827944,2,4,4,4
23606,AH2EUB89UBM7DK26,3594.887875913972,5,1,2,1
23607,AH2GE1FV061HVJU7,3594.887875913972,3,1,2,3
23608,AH2H5D0FBNS6Q7AG,3473.055488248122,1,1,1,5
23609,AH2HU16DRSAOTC5W,7189.775751827944,5,4,4,1
23610,AH2IDVT1NKWYY1VF,3594.887875913972,5,1,2,1
23611,AH2IRW2XTS4DPG7Z,7189.775751827944,4,4,4,2
23612,AH2J3RGF19BTRDO5,3594.887875913972,5,1,2,1
23613,AH2LFRP053FGYF4V,3594.887875913972,4,1,2,2
23614,AH2LY6E41HIA8IGA,7189.775751827944,4,4,4,2
23615,AH2M3VGT2FETGEJ5,3594.887875913972,4,1,2,2
23616,AH2NFVZETLP70NZW,3454.578643139641,1,1,1,5
23617,AH2Q0Z7NRQ6M7NBJ,3594.887875913972,5,1,2,1
23618,AH2RPN3Y9RXJEWTG,3544.3271767810024,2,1,1,4
23619,AH2RQ5OQ0FBVY6QE,7189.775751827944,5,4,4,1
23620,AH2RVM60OFCS3F5D,3594.887875913972,5,1,2,1
23621,AH2S4KU09MGJ4JPQ,7189.775751827944,3,4,4,3
23622,AH2SDAR3GYDJP7HD,7088.654353562005,2,4,4,4
23623,AH2SR37TKGVR4MS2,17974.43937956986,4,5,5,2
23624,AH2VEGG10EBMXZFZ,3594.887875913972,4,1,2,2
23625,AH2VF74QXYKJ7SRV,3594.887875913972,5,1,2,1
23626,AH301UQLBYT7MMP5,7189.775751827944,3,4,4,3
23627,AH30MFNDROYKDLH1,7189.775751827944,4,4,4,2
23628,AH32UFHWCWCV3028,10784.663627741917,5,5,5,1
23629,AH34K033GMMOD59C,3594.887875913972,4,1,2,2
23630,AH34QIFSW57482TY,3473.055488248122,1,1,1,5
23631,AH35ATMTIIX75V28,3544.3271767810024,2,1,1,4
23632,AH36P7FPKHEFYTPS,3594.887875913972,4,1,2,2
23633,AH39SZE4R1TOWP6J,3594.887875913972,5,1,2,1
23634,AH3AQT0MFBZESG7B,10784.663627741917,4,5,5,2
23635,AH3BNPNF7HPX5CDM,3458.2679636021335,1,1,1,5
23636,AH3BSTU5667EXTAT,3454.578643139641,1,1,1,5
23637,AH3C5PNQO34M0ZYO,7189.775751827944,4,4,4,2
23638,AH3DENUCQ1SFBX5V,10784.663627741917,3,5,5,3
23639,AH3DRHYIPSAKC3F1,3594.887875913972,4,1,2,2
23640,AH3F64B6C84O95ZB,3594.887875913972,4,1,2,2
23641,AH3FQ9FZUVCUL75Y,3473.055488248122,1,1,1,5
23642,AH3GQSHU7D2IWCZD,3594.887875913972,3,1,2,3
23643,AH3KBRPOTJGQLSBV,3594.887875913972,5,1,2,1
23644,AH3L4LZ9MPWQCTDK,3594.887875913972,3,1,2,3
23645,AH3Q5E3U7GGPFWBS,7189.775751827944,3,4,4,3
23646,AH3QDEVQFFB79QUB,3594.887875913972,5,1,2,1
23647,AH3QPI9RAN3US6XG,3594.887875913972,3,1,2,3
23648,AH3S2YSEVGUXD9VP,3454.578643139641,1,1,1,5
23649,AH3SI9Y5EPG5TKIA,3594.887875913972,5,1,2,1
23650,AH3TULNM5I7VH8XA,3594.887875913972,2,1,2,4
23651,AH3U3HDTV604KBKM,10784.663627741917,3,5,5,3
23652,AH3U3KJL1XC1FQ1U,3594.887875913972,4,1,2,2
23653,AH3WSAX7FWNCHG81,3594.887875913972,2,1,2,4
23654,AH3ZF4T07XFM313C,3454.578643139641,1,1,1,5
23655,AH3ZMCE96ATNOMXC,3594.887875913972,3,1,2,3
23656,AH41AX3FD9ICCU3R,7189.775751827944,3,4,4,3
23657,AH43VFIPT32F9XUU,3544.3271767810024,2,1,1,4
23658,AH44JXRCBNX4GQDP,3594.887875913972,3,1,2,3
23659,AH462PY1QIHGCHDZ,3594.887875913972,4,1,2,2
23660,AH467OHU3WW22KKJ,3594.887875913972,5,1,2,1
23661,AH46P4EHC24UB8G6,3473.055488248122,1,1,1,5
23662,AH481ZVK6XUZ21JO,3594.887875913972,3,1,2,3
23663,AH48WTZBGUOGBBBB,3594.887875913972,3,1,2,3
23664,AH497MO7XJ1WMBN9,3594.887875913972,5,1,2,1
23665,AH49NZ7NND9R191P,7189.775751827944,4,4,4,2
23666,AH49V780HF7YQ62C,3594.887875913972,3,1,2,3
23667,AH4A5DIH018SN6S8,3454.578643139641,1,1,1,5
23668,AH4AM5R6U7S76MSJ,7088.654353562005,2,4,4,4
23669,AH4AXE19F1RLMYZL,3594.887875913972,5,1,2,1
